s01-11,adaptive_full,"znexberyynan","8:17:25 AM","1/30/2006","8:32:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,6,54,0,"00:10:00","00:09:60",0,0,1,2,Low,0.878,0.094,0.028,0.15,High,0,0.003,0.997,1.997,Low,0.018,0.402,0.58,1.561,Low,0.097,0.227,0.675,1.578,Low,0,0.01,0.99,1.99,Low,0,0.011,0.989,1.989,Low,0.001,0.293,0.706,1.704,Low,0.001,0.032,0.967,1.966,Low,0.001,0.033,0.966,1.966,Low,0.008,0.227,0.765,1.757,Low,0.068,0.474,0.458,1.39,Medium,0.471,0.442,0.088,0.617,High,0.063,0.186,0.751,1.688,Low,0.053,0.341,0.606,1.553,Low,0.001,0.068,0.931,1.929,Low,0.002,0.099,0.898,1.896,Low,0,0.031,0.968,1.968,Low
s01-12,adaptive_full,"zvpunryjnaxbss","8:17:26 AM","1/30/2006","8:58:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,20,43,0,"00:10:00","00:33:29",0,0.026,0.974,1.974,Low,0.879,0.093,0.028,0.148,High,0,0.005,0.995,1.995,Low,0.224,0.643,0.133,0.91,Medium,0.1,0.229,0.67,1.57,Low,0,0.011,0.989,1.989,Low,0,0.009,0.991,1.991,Low,0.562,0.431,0.006,0.444,High,0.001,0.041,0.958,1.957,Low,0.001,0.039,0.96,1.959,Low,0.039,0.422,0.539,1.501,Low,0.073,0.477,0.45,1.377,Medium,0.481,0.433,0.086,0.605,High,0.068,0.19,0.742,1.674,Low,0.062,0.345,0.593,1.531,Low,0.059,0.345,0.596,1.537,Low,0.004,0.116,0.881,1.877,Low,0,0.011,0.989,1.989,Low
s01-13,adaptive_full,"angnyvrninybf","8:17:28 AM","1/30/2006","9:15:23 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,20,37,6,"00:10:00","00:44:60",0,0.053,0.947,1.947,Low,0.88,0.092,0.027,0.147,High,0.181,0.251,0.569,1.388,Low,0.038,0.406,0.556,1.518,Low,0.104,0.232,0.665,1.561,Low,0,0.022,0.978,1.977,Low,0.116,0.278,0.606,1.49,Low,0.045,0.729,0.227,1.182,Medium,0.287,0.332,0.382,1.095,Low,0.141,0.346,0.513,1.372,Low,0.739,0.235,0.026,0.286,High,0.079,0.479,0.441,1.362,Medium,0.492,0.424,0.084,0.592,High,0.073,0.194,0.732,1.659,Low,0.072,0.349,0.579,1.507,Low,0.003,0.087,0.91,1.907,Low,0.478,0.378,0.144,0.666,High,0,0.033,0.967,1.967,Low
s01-14,adaptive_full,"avfnyraaba","8:17:18 AM","1/30/2006","9:02:58 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,36,27,0,"00:10:00","00:38:37",0.953,0.047,0,0.047,High,0.93,0.057,0.013,0.083,High,0.055,0.247,0.698,1.643,Low,0.999,0.001,0,0.001,High,0.304,0.335,0.361,1.057,Low,0.009,0.201,0.791,1.782,Low,0.066,0.278,0.657,1.591,Low,0.998,0.002,0,0.002,High,0.559,0.376,0.065,0.506,High,0.452,0.454,0.094,0.642,Medium,0.067,0.306,0.626,1.559,Low,0.472,0.481,0.046,0.574,Medium,0.971,0.027,0.002,0.031,High,0.429,0.37,0.201,0.771,High,0.789,0.199,0.012,0.224,High,0.334,0.487,0.179,0.845,Medium,0.65,0.297,0.053,0.403,High,0.78,0.208,0.012,0.233,High
s01-15,linear_full,"avlnfvnzraqvrf","8:17:25 AM","1/30/2006","8:56:41 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,30,33,0,"00:10:00","00:32:51",0.001,0.337,0.661,1.66,Low,0.891,0.085,0.024,0.133,High,0.001,0.017,0.982,1.981,Low,0.78,0.214,0.006,0.227,High,0.139,0.255,0.606,1.468,Low,0.038,0.263,0.698,1.66,Low,0,0.022,0.977,1.977,Low,0.848,0.152,0.001,0.153,High,0.006,0.089,0.906,1.9,Low,0.001,0.046,0.953,1.952,Low,0.143,0.578,0.279,1.136,Medium,0.142,0.507,0.351,1.21,Medium,0.607,0.33,0.063,0.456,High,0.13,0.239,0.631,1.501,Low,0.174,0.392,0.434,1.259,Low,0.413,0.454,0.133,0.72,Medium,0.008,0.128,0.864,1.856,Low,0,0.041,0.958,1.958,Low
s01-16,linear_full,"ebffylatbamnyrm","8:18:13 AM","1/30/2006","8:47:09 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,16,47,0,"00:10:00","00:21:26",0,0.007,0.993,1.993,Low,0.879,0.093,0.028,0.149,High,0,0.007,0.993,1.993,Low,0.021,0.403,0.576,1.555,Low,0.098,0.228,0.674,1.576,Low,0,0.01,0.99,1.99,Low,0,0.012,0.988,1.988,Low,0.011,0.494,0.495,1.484,Low,0.003,0.062,0.935,1.932,Low,0.001,0.039,0.96,1.959,Low,0.039,0.422,0.539,1.499,Low,0.069,0.475,0.456,1.387,Medium,0.474,0.439,0.087,0.613,High,0.064,0.187,0.749,1.684,Low,0.056,0.342,0.603,1.547,Low,0.349,0.464,0.187,0.839,Medium,0.011,0.195,0.794,1.783,Low,0.015,0.228,0.757,1.743,Low
s01-17,adaptive_acc,"fnaqenpryramr","8:17:15 AM","1/30/2006","9:06:11 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,20,14,29,"00:10:00","00:44:60",0.747,0.252,0.001,0.253,High,0.927,0.059,0.014,0.087,High,0.037,0.157,0.806,1.769,Low,0.99,0.009,0,0.01,High,0.286,0.329,0.385,1.099,Low,0.855,0.136,0.009,0.153,High,0.009,0.061,0.93,1.922,Low,0.99,0.01,0,0.01,High,0.243,0.434,0.323,1.08,Medium,0.122,0.459,0.419,1.297,Medium,0.288,0.396,0.316,1.028,Medium,0.432,0.501,0.067,0.636,Medium,0.95,0.046,0.005,0.055,High,0.393,0.364,0.244,0.851,High,0.707,0.263,0.031,0.324,High,0.737,0.236,0.026,0.289,High,0.247,0.414,0.339,1.093,Medium,0.017,0.22,0.764,1.747,Low
s01-18,adaptive_full,"znexberyynan","8:17:25 AM","1/30/2006","8:32:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,6,54,0,"00:10:00","00:09:60",0,0,1,2,Low,0.878,0.094,0.028,0.15,High,0,0.003,0.997,1.997,Low,0.018,0.402,0.58,1.561,Low,0.097,0.227,0.675,1.578,Low,0,0.01,0.99,1.99,Low,0,0.011,0.989,1.989,Low,0.001,0.293,0.706,1.704,Low,0.001,0.032,0.967,1.966,Low,0.001,0.033,0.966,1.966,Low,0.008,0.227,0.765,1.757,Low,0.068,0.474,0.458,1.39,Medium,0.471,0.442,0.088,0.617,High,0.063,0.186,0.751,1.688,Low,0.053,0.341,0.606,1.553,Low,0.001,0.068,0.931,1.929,Low,0.002,0.099,0.898,1.896,Low,0,0.031,0.968,1.968,Low
s10-01,adaptive_full,"nznaqnintbgg","8:15:52 AM","2/2/2006","8:54:56 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,34,29,0,"00:10:00","00:32:51",0.05,0.843,0.107,1.057,Medium,0.912,0.069,0.018,0.106,High,0,0.009,0.991,1.991,Low,0.99,0.01,0,0.01,High,0.21,0.301,0.488,1.278,Low,0.523,0.395,0.082,0.559,High,0,0.007,0.993,1.993,Low,0.994,0.006,0,0.006,High,0.021,0.235,0.744,1.723,Low,0.058,0.348,0.593,1.535,Low,0.002,0.103,0.895,1.894,Low,0.272,0.557,0.172,0.9,Medium,0.836,0.143,0.022,0.186,High,0.249,0.326,0.426,1.177,Low,0.392,0.462,0.147,0.755,Medium,0.199,0.515,0.287,1.088,Medium,0.035,0.257,0.708,1.673,Low,0.205,0.525,0.27,1.065,Medium
s10-02,linear_full,"oreanqrggrorqr","8:15:42 AM","2/2/2006","9:06:25 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,41,22,0,"00:10:00","00:43:27",0.888,0.112,0,0.112,High,0.929,0.058,0.014,0.085,High,0.206,0.433,0.361,1.156,Medium,0.999,0.001,0,0.001,High,0.298,0.333,0.369,1.07,Low,0.918,0.08,0.002,0.083,High,0.034,0.28,0.686,1.652,Low,0.996,0.004,0,0.004,High,0.679,0.267,0.054,0.375,High,0.717,0.262,0.02,0.303,High,0.811,0.179,0.01,0.199,High,0.46,0.487,0.053,0.593,Medium,0.964,0.033,0.003,0.039,High,0.418,0.368,0.214,0.796,High,0.763,0.219,0.018,0.255,High,0.024,0.265,0.711,1.687,Low,0.703,0.251,0.046,0.344,High,0.029,0.303,0.668,1.64,Low
s10-03,adaptive_full,"oevggnalthneavrer","8:15:34 AM","2/2/2006","8:55:57 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,21,42,0,"00:10:00","00:32:22",0.032,0.711,0.256,1.224,Medium,0.906,0.074,0.02,0.113,High,0,0.005,0.995,1.995,Low,0.686,0.275,0.039,0.353,High,0.191,0.289,0.521,1.33,Low,0.001,0.052,0.948,1.947,Low,0,0.002,0.998,1.998,Low,0.58,0.405,0.015,0.435,High,0.01,0.164,0.827,1.817,Low,0.235,0.437,0.328,1.092,Medium,0.001,0.102,0.896,1.895,Low,0.236,0.544,0.221,0.985,Medium,0.774,0.194,0.033,0.259,High,0.216,0.302,0.482,1.266,Low,0.331,0.444,0.224,0.893,Medium,0.65,0.312,0.038,0.388,High,0.016,0.188,0.796,1.781,Low,0.001,0.06,0.939,1.938,Low
s10-04,linear_full,"pvaqlzryb","8:15:28 AM","2/2/2006","9:00:40 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,45,18,0,"00:10:00","00:37:23",0.976,0.024,0,0.024,High,0.93,0.057,0.013,0.083,High,0.093,0.402,0.505,1.411,Low,1,0,0,0,High,0.306,0.335,0.358,1.052,Low,0.839,0.155,0.006,0.166,High,0.002,0.079,0.918,1.916,Low,1,0,0,0,High,0.558,0.35,0.092,0.534,High,0.431,0.467,0.101,0.67,Medium,0.758,0.228,0.014,0.256,High,0.477,0.479,0.044,0.567,Medium,0.973,0.025,0.002,0.028,High,0.433,0.371,0.196,0.763,High,0.798,0.192,0.01,0.213,High,0.392,0.469,0.139,0.747,Medium,0.569,0.334,0.097,0.528,High,0.138,0.497,0.365,1.227,Medium
s10-05,linear_full,"rzvylfpurzryvn","8:15:39 AM","2/2/2006","8:55:09 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,16,47,0,"00:10:00","00:32:40",0,0.003,0.997,1.997,Low,0.878,0.094,0.028,0.149,High,0.125,0.186,0.689,1.565,Low,0.074,0.599,0.328,1.254,Medium,0.098,0.227,0.675,1.577,Low,0,0.01,0.99,1.99,Low,0.232,0.357,0.411,1.179,Low,0,0.028,0.972,1.972,Low,0.093,0.214,0.693,1.6,Low,0.001,0.035,0.965,1.964,Low,0.5,0.427,0.073,0.573,High,0.068,0.474,0.457,1.389,Medium,0.472,0.441,0.087,0.616,High,0.063,0.187,0.75,1.687,Low,0.054,0.341,0.605,1.551,Low,0.001,0.049,0.95,1.95,Low,0.115,0.34,0.545,1.43,Low,0.001,0.066,0.933,1.933,Low
s10-06,adaptive_full,"wravsyrvfpunpxre","8:14:39 AM","2/2/2006","8:55:49 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,30,33,0,"00:10:00","00:31:04",0.018,0.806,0.175,1.157,Medium,0.909,0.072,0.019,0.11,High,0.008,0.074,0.918,1.91,Low,0.966,0.034,0,0.034,High,0.199,0.295,0.506,1.306,Low,0.001,0.054,0.946,1.945,Low,0.009,0.118,0.873,1.865,Low,0.978,0.022,0,0.022,High,0.158,0.448,0.394,1.236,Medium,0.004,0.116,0.88,1.875,Low,0.02,0.25,0.73,1.71,Low,0.251,0.553,0.196,0.946,Medium,0.805,0.168,0.027,0.222,High,0.229,0.314,0.456,1.227,Low,0.355,0.461,0.184,0.83,Medium,0.004,0.132,0.864,1.86,Low,0.314,0.448,0.239,0.925,Medium,0.402,0.475,0.123,0.72,Medium
s10-07,adaptive_acc,"wraavsrepuvpn","8:15:47 AM","2/2/2006","9:01:44 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,22,41,0,"00:10:00","00:39:01",0,0.005,0.995,1.995,Low,0.879,0.094,0.028,0.149,High,0.002,0.023,0.975,1.973,Low,0.681,0.31,0.009,0.328,High,0.098,0.228,0.675,1.577,Low,0.009,0.151,0.84,1.831,Low,0.001,0.04,0.959,1.958,Low,0.054,0.757,0.19,1.136,Medium,0.024,0.181,0.795,1.771,Low,0.026,0.191,0.784,1.758,Low,0.044,0.424,0.531,1.487,Low,0.069,0.474,0.457,1.388,Medium,0.473,0.44,0.087,0.615,High,0.064,0.187,0.749,1.686,Low,0.055,0.341,0.604,1.549,Low,0.037,0.29,0.674,1.637,Low,0.1,0.444,0.456,1.357,Low,0.001,0.071,0.928,1.927,Low
s10-08,linear_full,"WbuaZvyyre","8:14:29 AM","2/2/2006","9:07:22 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,38,25,0,"00:10:00","00:42:54",0.751,0.248,0,0.249,High,0.927,0.059,0.014,0.087,High,0.012,0.145,0.844,1.832,Low,0.994,0.006,0,0.006,High,0.286,0.329,0.385,1.099,Low,0.896,0.101,0.003,0.107,High,0.024,0.189,0.787,1.763,Low,0.99,0.01,0,0.01,High,0.428,0.447,0.126,0.698,Medium,0.494,0.417,0.089,0.595,High,0.009,0.141,0.85,1.841,Low,0.433,0.5,0.067,0.634,Medium,0.95,0.045,0.005,0.054,High,0.394,0.364,0.243,0.849,High,0.708,0.262,0.03,0.322,High,0.595,0.35,0.055,0.46,High,0.554,0.355,0.091,0.537,High,0.013,0.214,0.772,1.759,Low
s10-09,adaptive_acc,"wbanungjbbq","8:14:30 AM","2/2/2006","9:15:06 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,14,49,0,"00:10:00","00:24:56",0,0.002,0.998,1.998,Low,0.878,0.094,0.028,0.149,High,0,0.002,0.998,1.998,Low,0.019,0.402,0.579,1.56,Low,0.098,0.227,0.675,1.578,Low,0,0.01,0.99,1.99,Low,0,0.003,0.997,1.997,Low,0.076,0.774,0.15,1.074,Medium,0,0.026,0.974,1.974,Low,0,0.026,0.974,1.974,Low,0.008,0.227,0.765,1.757,Low,0.068,0.474,0.458,1.389,Medium,0.472,0.441,0.087,0.616,High,0.063,0.186,0.75,1.687,Low,0.054,0.341,0.605,1.552,Low,0.358,0.476,0.167,0.809,Medium,0.001,0.072,0.927,1.925,Low,0,0.018,0.982,1.982,Low
s10-10,adaptive_acc,"yvyvorguebqevthrm","8:15:13 AM","2/2/2006","8:57:53 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,37,25,1,"00:10:00","00:38:05",0.469,0.525,0.006,0.537,Medium,0.922,0.062,0.015,0.093,High,0.27,0.321,0.41,1.14,Low,0.936,0.061,0.003,0.066,High,0.26,0.321,0.419,1.159,Low,0.005,0.129,0.867,1.862,Low,0.193,0.388,0.419,1.226,Low,0.991,0.009,0,0.009,High,0.351,0.366,0.283,0.932,Medium,0.372,0.459,0.169,0.796,Medium,0.906,0.091,0.002,0.096,High,0.376,0.527,0.098,0.722,Medium,0.919,0.072,0.009,0.09,High,0.342,0.354,0.303,0.961,Medium,0.594,0.348,0.058,0.464,High,0.413,0.455,0.133,0.72,Medium,0.26,0.394,0.346,1.087,Medium,0.047,0.339,0.613,1.566,Low
s10-11,adaptive_acc,"zrtnazbena","8:15:36 AM","2/2/2006","8:57:39 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,24,39,0,"00:10:00","00:37:28",0.002,0.405,0.593,1.591,Low,0.894,0.083,0.024,0.13,High,0,0.004,0.996,1.996,Low,0.8,0.194,0.006,0.206,High,0.147,0.26,0.592,1.445,Low,0.01,0.16,0.83,1.82,Low,0,0.003,0.997,1.997,Low,0.732,0.265,0.003,0.272,High,0.003,0.079,0.918,1.915,Low,0.002,0.067,0.931,1.929,Low,0.008,0.228,0.764,1.756,Low,0.157,0.514,0.33,1.173,Medium,0.635,0.307,0.058,0.423,High,0.144,0.249,0.607,1.463,Low,0.199,0.402,0.399,1.199,Medium,0.224,0.49,0.286,1.061,Medium,0.004,0.103,0.893,1.889,Low,0,0.039,0.961,1.96,Low
s10-12,adaptive_acc,"zvxrgvatra","8:15:37 AM","2/2/2006","8:59:09 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,18,45,0,"00:10:00","00:37:33",0,0.123,0.877,1.877,Low,0.883,0.09,0.027,0.144,High,0,0.002,0.998,1.998,Low,0.286,0.594,0.121,0.835,Medium,0.112,0.237,0.65,1.538,Low,0,0.016,0.984,1.984,Low,0,0.003,0.997,1.997,Low,0.676,0.321,0.003,0.327,High,0.001,0.041,0.958,1.957,Low,0,0.011,0.989,1.989,Low,0.001,0.101,0.897,1.896,Low,0.095,0.486,0.419,1.325,Medium,0.52,0.401,0.079,0.558,High,0.087,0.205,0.708,1.621,Low,0.097,0.359,0.543,1.446,Low,0.002,0.072,0.926,1.924,Low,0.002,0.083,0.915,1.913,Low,0.042,0.322,0.636,1.594,Low
s10-13,adaptive_full,"avqnevmiv","8:14:40 AM","2/2/2006","8:54:18 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,33,30,0,"00:10:00","00:32:32",0.01,0.625,0.365,1.355,Medium,0.902,0.077,0.021,0.119,High,0.076,0.174,0.75,1.675,Low,0.939,0.06,0.001,0.061,High,0.175,0.279,0.545,1.37,Low,0.415,0.418,0.166,0.751,Medium,0.032,0.19,0.778,1.746,Low,0.789,0.209,0.002,0.213,High,0.176,0.319,0.505,1.328,Low,0.012,0.165,0.823,1.811,Low,0.464,0.458,0.079,0.615,High,0.208,0.535,0.257,1.05,Medium,0.727,0.232,0.041,0.314,High,0.19,0.285,0.525,1.335,Low,0.284,0.435,0.282,0.998,Medium,0.001,0.064,0.934,1.933,Low,0.234,0.399,0.367,1.133,Medium,0.05,0.368,0.582,1.532,Low
