s01-11,adaptive_full,"znexberyynan","8:17:25 AM","1/30/2006","8:32:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,6,54,0,"00:10:00","00:09:60",0,0,1,2,Low,0.862,0.105,0.033,0.17,High,0,0.003,0.997,1.997,Low,0.018,0.402,0.58,1.561,Low,0,0.015,0.984,1.984,Low,0,0.01,0.99,1.99,Low,0,0.011,0.989,1.989,Low,0.001,0.293,0.706,1.704,Low,0.001,0.032,0.967,1.966,Low,0.001,0.033,0.966,1.966,Low,0.008,0.227,0.765,1.757,Low,0.015,0.38,0.605,1.591,Low,0.404,0.496,0.1,0.697,Medium,0.043,0.159,0.798,1.755,Low,0.025,0.28,0.695,1.67,Low,0.001,0.068,0.931,1.929,Low,0.002,0.099,0.898,1.896,Low,0,0.032,0.968,1.968,Low
s01-12,adaptive_full,"zvpunryjnaxbss","8:17:26 AM","1/30/2006","8:58:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,20,43,0,"00:10:00","00:33:29",0,0.026,0.974,1.974,Low,0.873,0.097,0.03,0.156,High,0,0.005,0.995,1.995,Low,0.224,0.643,0.133,0.909,Medium,0.007,0.224,0.769,1.763,Low,0,0.011,0.989,1.989,Low,0,0.009,0.991,1.991,Low,0.562,0.431,0.006,0.444,High,0.001,0.041,0.958,1.957,Low,0.001,0.039,0.96,1.959,Low,0.039,0.422,0.539,1.501,Low,0.039,0.456,0.504,1.465,Low,0.453,0.456,0.091,0.638,Medium,0.057,0.179,0.764,1.706,Low,0.045,0.324,0.63,1.585,Low,0.059,0.346,0.596,1.537,Low,0.004,0.116,0.881,1.877,Low,0,0.011,0.989,1.989,Low
s01-13,adaptive_full,"angnyvrninybf","8:17:28 AM","1/30/2006","9:15:23 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,20,37,6,"00:10:00","00:44:60",0,0.017,0.983,1.983,Low,0.89,0.086,0.025,0.135,High,0.176,0.246,0.577,1.401,Low,0.025,0.403,0.572,1.547,Low,0.062,0.517,0.421,1.358,Medium,0,0.019,0.981,1.981,Low,0.115,0.275,0.61,1.495,Low,0.038,0.731,0.231,1.193,Medium,0.276,0.331,0.392,1.116,Low,0.133,0.341,0.525,1.392,Low,0.736,0.237,0.026,0.29,High,0.085,0.565,0.35,1.264,Medium,0.518,0.404,0.079,0.561,High,0.076,0.205,0.72,1.644,Low,0.07,0.387,0.544,1.474,Low,0.002,0.086,0.912,1.909,Low,0.471,0.382,0.147,0.676,High,0,0.031,0.969,1.969,Low
s01-14,adaptive_full,"avfnyraaba","8:17:18 AM","1/30/2006","9:02:58 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,36,27,0,"00:10:00","00:38:37",0.559,0.424,0.017,0.458,High,0.94,0.049,0.01,0.07,High,0.047,0.213,0.74,1.693,Low,0.984,0.016,0,0.016,High,0.945,0.055,0,0.056,High,0.005,0.141,0.853,1.848,Low,0.064,0.274,0.662,1.598,Low,0.983,0.017,0,0.017,High,0.436,0.421,0.143,0.706,High,0.372,0.465,0.163,0.792,Medium,0.059,0.295,0.646,1.587,Low,0.727,0.268,0.005,0.278,High,0.967,0.03,0.003,0.035,High,0.426,0.369,0.205,0.779,High,0.782,0.202,0.016,0.234,High,0.254,0.489,0.257,1.004,Medium,0.571,0.337,0.091,0.52,High,0.648,0.313,0.039,0.391,High
s01-15,linear_full,"avlnfvnzraqvrf","8:17:25 AM","1/30/2006","8:56:41 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,30,33,0,"00:10:00","00:32:51",0.016,0.334,0.65,1.634,Low,0.885,0.089,0.026,0.141,High,0.001,0.018,0.981,1.979,Low,0.783,0.21,0.006,0.223,High,0.01,0.267,0.722,1.712,Low,0.044,0.267,0.689,1.645,Low,0,0.022,0.977,1.977,Low,0.85,0.149,0.001,0.15,High,0.007,0.094,0.899,1.892,Low,0.001,0.049,0.949,1.948,Low,0.144,0.577,0.279,1.135,Medium,0.087,0.516,0.397,1.31,Medium,0.587,0.347,0.066,0.48,High,0.117,0.231,0.652,1.534,Low,0.15,0.391,0.459,1.309,Low,0.419,0.45,0.131,0.712,Medium,0.009,0.132,0.859,1.851,Low,0.001,0.044,0.955,1.955,Low
s01-16,linear_full,"ebffylatbamnyrm","8:18:13 AM","1/30/2006","8:47:09 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,16,47,0,"00:10:00","00:21:26",0,0.002,0.998,1.998,Low,0.889,0.086,0.025,0.136,High,0,0.007,0.993,1.993,Low,0.019,0.402,0.579,1.559,Low,0.062,0.515,0.423,1.362,Medium,0,0.01,0.99,1.99,Low,0,0.012,0.988,1.988,Low,0.011,0.494,0.496,1.485,Low,0.003,0.061,0.936,1.934,Low,0.001,0.038,0.961,1.96,Low,0.039,0.422,0.539,1.5,Low,0.082,0.565,0.353,1.271,Medium,0.512,0.408,0.08,0.568,High,0.072,0.203,0.725,1.652,Low,0.064,0.385,0.551,1.487,Low,0.348,0.465,0.188,0.84,Medium,0.011,0.195,0.794,1.784,Low,0.014,0.227,0.759,1.745,Low
s01-17,adaptive_acc,"fnaqenpryramr","8:17:15 AM","1/30/2006","9:06:11 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,20,14,29,"00:10:00","00:44:60",0.419,0.532,0.049,0.63,Medium,0.937,0.051,0.011,0.074,High,0.026,0.12,0.854,1.827,Low,0.959,0.038,0.003,0.044,High,0.79,0.206,0.005,0.215,High,0.765,0.206,0.029,0.263,High,0.007,0.052,0.941,1.934,Low,0.97,0.03,0,0.03,High,0.167,0.383,0.45,1.283,Low,0.087,0.391,0.522,1.435,Low,0.262,0.406,0.333,1.071,Medium,0.646,0.34,0.014,0.368,High,0.947,0.047,0.005,0.058,High,0.392,0.363,0.245,0.852,High,0.706,0.26,0.034,0.327,High,0.659,0.295,0.045,0.386,High,0.185,0.389,0.426,1.241,Low,0.01,0.166,0.824,1.813,Low
s01-18,adaptive_full,"znexberyynan","8:17:25 AM","1/30/2006","8:32:54 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,6,54,0,"00:10:00","00:09:60",0,0,1,2,Low,0.862,0.105,0.033,0.17,High,0,0.003,0.997,1.997,Low,0.018,0.402,0.58,1.561,Low,0,0.015,0.984,1.984,Low,0,0.01,0.99,1.99,Low,0,0.011,0.989,1.989,Low,0.001,0.293,0.706,1.704,Low,0.001,0.032,0.967,1.966,Low,0.001,0.033,0.966,1.966,Low,0.008,0.227,0.765,1.757,Low,0.015,0.38,0.605,1.591,Low,0.404,0.496,0.1,0.697,Medium,0.043,0.159,0.798,1.755,Low,0.025,0.28,0.695,1.67,Low,0.001,0.068,0.931,1.929,Low,0.002,0.099,0.898,1.896,Low,0,0.032,0.968,1.968,Low
s10-01,adaptive_full,"nznaqnintbgg","8:15:52 AM","2/2/2006","8:54:56 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,34,29,0,"00:10:00","00:32:51",0.418,0.517,0.065,0.647,Medium,0.913,0.069,0.018,0.105,High,0,0.014,0.985,1.985,Low,0.994,0.006,0,0.006,High,0.02,0.377,0.603,1.583,Low,0.648,0.3,0.052,0.403,High,0,0.007,0.993,1.993,Low,0.997,0.003,0,0.003,High,0.052,0.327,0.622,1.57,Low,0.103,0.415,0.482,1.379,Low,0.002,0.105,0.894,1.892,Low,0.232,0.611,0.156,0.924,Medium,0.873,0.111,0.016,0.143,High,0.296,0.338,0.366,1.07,Low,0.495,0.396,0.109,0.613,High,0.29,0.49,0.22,0.93,Medium,0.058,0.306,0.636,1.578,Low,0.347,0.468,0.185,0.838,Medium
s10-02,linear_full,"oreanqrggrorqr","8:15:42 AM","2/2/2006","9:06:25 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,41,22,0,"00:10:00","00:43:27",0.675,0.321,0.004,0.328,High,0.939,0.05,0.011,0.071,High,0.189,0.405,0.406,1.217,Low,0.996,0.004,0,0.004,High,0.805,0.191,0.004,0.199,High,0.883,0.113,0.004,0.122,High,0.032,0.267,0.701,1.668,Low,0.987,0.013,0,0.013,High,0.608,0.3,0.092,0.484,High,0.672,0.295,0.034,0.362,High,0.796,0.193,0.011,0.215,High,0.701,0.292,0.007,0.306,High,0.972,0.026,0.002,0.03,High,0.435,0.37,0.195,0.761,High,0.801,0.187,0.012,0.211,High,0.02,0.239,0.741,1.721,Low,0.653,0.277,0.07,0.416,High,0.023,0.264,0.713,1.691,Low
s10-03,adaptive_full,"oevggnalthneavrer","8:15:34 AM","2/2/2006","8:55:57 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,21,42,0,"00:10:00","00:32:22",0.01,0.216,0.774,1.764,Low,0.913,0.069,0.018,0.105,High,0,0.003,0.997,1.997,Low,0.352,0.54,0.107,0.755,Medium,0.328,0.572,0.1,0.771,Medium,0,0.022,0.977,1.977,Low,0,0.002,0.998,1.998,Low,0.355,0.616,0.029,0.673,Medium,0.004,0.084,0.912,1.908,Low,0.119,0.335,0.546,1.427,Low,0.001,0.102,0.897,1.896,Low,0.238,0.608,0.154,0.915,Medium,0.67,0.279,0.051,0.381,High,0.151,0.263,0.586,1.435,Low,0.206,0.443,0.351,1.145,Medium,0.633,0.32,0.047,0.414,High,0.009,0.169,0.821,1.812,Low,0,0.036,0.964,1.963,Low
s10-04,linear_full,"pvaqlzryb","8:15:28 AM","2/2/2006","9:00:40 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,45,18,0,"00:10:00","00:37:23",0.718,0.276,0.005,0.287,High,0.941,0.049,0.01,0.069,High,0.081,0.359,0.56,1.478,Low,0.999,0.001,0,0.001,High,0.947,0.052,0,0.053,High,0.76,0.221,0.019,0.259,High,0.002,0.074,0.924,1.922,Low,0.999,0.001,0,0.001,High,0.475,0.368,0.157,0.682,High,0.384,0.471,0.145,0.761,Medium,0.74,0.245,0.015,0.275,High,0.753,0.243,0.004,0.251,High,0.977,0.022,0.001,0.024,High,0.447,0.371,0.182,0.735,High,0.83,0.161,0.009,0.179,High,0.333,0.481,0.187,0.854,Medium,0.509,0.352,0.14,0.631,High,0.107,0.446,0.447,1.34,Low
s10-05,linear_full,"rzvylfpurzryvn","8:15:39 AM","2/2/2006","8:55:09 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,16,47,0,"00:10:00","00:32:40",0,0.001,0.999,1.999,Low,0.889,0.086,0.025,0.136,High,0.124,0.186,0.69,1.566,Low,0.072,0.599,0.328,1.256,Medium,0.061,0.515,0.423,1.362,Medium,0,0.01,0.99,1.99,Low,0.231,0.357,0.411,1.18,Low,0,0.028,0.972,1.972,Low,0.093,0.214,0.694,1.601,Low,0.001,0.034,0.965,1.964,Low,0.499,0.428,0.073,0.573,High,0.082,0.565,0.354,1.272,Medium,0.511,0.409,0.08,0.568,High,0.072,0.202,0.725,1.653,Low,0.064,0.385,0.552,1.488,Low,0.001,0.049,0.951,1.95,Low,0.115,0.34,0.546,1.431,Low,0.001,0.065,0.934,1.933,Low
s10-06,adaptive_full,"wravsyrvfpunpxre","8:14:39 AM","2/2/2006","8:55:49 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,30,33,0,"00:10:00","00:31:04",0.048,0.562,0.39,1.342,Medium,0.909,0.072,0.019,0.11,High,0.007,0.063,0.93,1.923,Low,0.936,0.063,0.001,0.064,High,0.1,0.579,0.321,1.221,Medium,0.001,0.047,0.952,1.951,Low,0.008,0.116,0.876,1.868,Low,0.965,0.035,0,0.035,High,0.134,0.38,0.486,1.352,Low,0.004,0.099,0.898,1.894,Low,0.018,0.247,0.735,1.717,Low,0.225,0.581,0.194,0.969,Medium,0.746,0.216,0.038,0.292,High,0.202,0.292,0.506,1.304,Low,0.306,0.435,0.259,0.953,Medium,0.004,0.117,0.879,1.875,Low,0.269,0.45,0.281,1.011,Medium,0.35,0.473,0.177,0.827,Medium
s10-07,adaptive_acc,"wraavsrepuvpn","8:15:47 AM","2/2/2006","9:01:44 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,22,41,0,"00:10:00","00:39:01",0.001,0.069,0.93,1.929,Low,0.865,0.103,0.032,0.167,High,0.002,0.026,0.972,1.969,Low,0.7,0.291,0.009,0.308,High,0,0.016,0.983,1.983,Low,0.015,0.173,0.812,1.797,Low,0.001,0.04,0.959,1.958,Low,0.068,0.747,0.185,1.117,Medium,0.031,0.199,0.77,1.739,Low,0.033,0.208,0.76,1.727,Low,0.046,0.425,0.53,1.484,Low,0.02,0.399,0.582,1.562,Low,0.433,0.472,0.095,0.662,Medium,0.054,0.171,0.776,1.722,Low,0.043,0.3,0.658,1.615,Low,0.039,0.296,0.665,1.625,Low,0.109,0.444,0.447,1.338,Low,0.002,0.079,0.92,1.918,Low
s10-08,linear_full,"WbuaZvyyre","8:14:29 AM","2/2/2006","9:07:22 AM",Linear,"No",full,"Time limit and number of items","00:45:00",NA,"Exit","NA",63,63,38,25,0,"00:10:00","00:42:54",0.754,0.243,0.004,0.25,High,0.936,0.052,0.012,0.076,High,0.012,0.145,0.844,1.832,Low,0.993,0.007,0,0.007,High,0.485,0.478,0.037,0.552,High,0.895,0.101,0.003,0.108,High,0.024,0.189,0.787,1.763,Low,0.99,0.01,0,0.01,High,0.428,0.446,0.127,0.699,Medium,0.494,0.417,0.09,0.596,High,0.009,0.141,0.85,1.841,Low,0.6,0.383,0.017,0.417,High,0.968,0.029,0.002,0.034,High,0.426,0.369,0.205,0.778,High,0.782,0.203,0.015,0.233,High,0.595,0.35,0.055,0.46,High,0.554,0.355,0.091,0.537,High,0.013,0.214,0.772,1.759,Low
s10-09,adaptive_acc,"wbanungjbbq","8:14:30 AM","2/2/2006","9:15:06 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,14,49,0,"00:10:00","00:24:56",0,0.002,0.998,1.998,Low,0.872,0.098,0.03,0.158,High,0,0.002,0.998,1.998,Low,0.019,0.402,0.579,1.56,Low,0.006,0.221,0.773,1.767,Low,0,0.01,0.99,1.99,Low,0,0.003,0.997,1.997,Low,0.076,0.774,0.15,1.074,Medium,0,0.026,0.974,1.974,Low,0,0.026,0.974,1.974,Low,0.008,0.227,0.765,1.757,Low,0.036,0.452,0.512,1.476,Low,0.443,0.464,0.093,0.65,Medium,0.053,0.175,0.772,1.719,Low,0.038,0.319,0.643,1.605,Low,0.358,0.476,0.167,0.809,Medium,0.001,0.072,0.927,1.925,Low,0,0.018,0.982,1.982,Low
s10-10,adaptive_acc,"yvyvorguebqevthrm","8:15:13 AM","2/2/2006","8:57:53 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,37,25,1,"00:10:00","00:38:05",0.143,0.605,0.252,1.108,Medium,0.933,0.055,0.012,0.08,High,0.19,0.261,0.55,1.36,Low,0.75,0.221,0.029,0.279,High,0.757,0.236,0.007,0.251,High,0.002,0.068,0.93,1.928,Low,0.159,0.344,0.497,1.338,Low,0.972,0.028,0,0.028,High,0.214,0.317,0.469,1.255,Low,0.265,0.427,0.308,1.043,Medium,0.882,0.115,0.003,0.121,High,0.538,0.429,0.033,0.495,High,0.877,0.107,0.016,0.139,High,0.313,0.339,0.348,1.036,Low,0.535,0.357,0.108,0.573,High,0.293,0.489,0.217,0.924,Medium,0.176,0.348,0.476,1.3,Low,0.02,0.234,0.745,1.725,Low
s10-11,adaptive_acc,"zrtnazbena","8:15:36 AM","2/2/2006","8:57:39 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,24,39,0,"00:10:00","00:37:28",0.003,0.176,0.821,1.818,Low,0.895,0.082,0.023,0.128,High,0,0.003,0.997,1.997,Low,0.733,0.26,0.008,0.275,High,0.072,0.533,0.394,1.322,Medium,0.006,0.106,0.888,1.883,Low,0,0.003,0.997,1.997,Low,0.659,0.337,0.004,0.345,High,0.001,0.051,0.948,1.946,Low,0.001,0.045,0.954,1.953,Low,0.008,0.228,0.765,1.757,Low,0.122,0.571,0.308,1.186,Medium,0.579,0.353,0.068,0.489,High,0.108,0.228,0.663,1.555,Low,0.13,0.403,0.467,1.337,Low,0.199,0.475,0.326,1.128,Medium,0.003,0.09,0.907,1.904,Low,0,0.029,0.971,1.971,Low
s10-12,adaptive_acc,"zvxrgvatra","8:15:37 AM","2/2/2006","8:59:09 AM",Adaptive,"No",Accuracy,"Time limit and number of items","00:45:00", 63,"Exit","Geometric",63, 63,18,45,0,"00:10:00","00:37:33",0,0.042,0.958,1.957,Low,0.891,0.085,0.024,0.134,High,0,0.002,0.998,1.998,Low,0.234,0.635,0.131,0.897,Medium,0.064,0.519,0.417,1.353,Medium,0,0.012,0.988,1.988,Low,0,0.003,0.997,1.997,Low,0.652,0.345,0.003,0.351,High,0.001,0.032,0.968,1.967,Low,0,0.009,0.991,1.991,Low,0.001,0.101,0.897,1.896,Low,0.091,0.566,0.343,1.252,Medium,0.527,0.396,0.077,0.55,High,0.081,0.208,0.711,1.63,Low,0.079,0.389,0.532,1.453,Low,0.001,0.068,0.931,1.929,Low,0.002,0.079,0.92,1.918,Low,0.034,0.303,0.663,1.629,Low
s10-13,adaptive_full,"avqnevmiv","8:14:40 AM","2/2/2006","8:54:18 AM",Adaptive,"No",full,"Time limit and number of items","00:45:00",  63,"Exit","Geometric",63,  63,33,30,0,"00:10:00","00:32:32",0.12,0.557,0.323,1.203,Medium,0.899,0.079,0.022,0.124,High,0.089,0.194,0.718,1.629,Low,0.946,0.053,0.001,0.054,High,0.014,0.319,0.667,1.653,Low,0.464,0.388,0.148,0.684,High,0.035,0.202,0.763,1.728,Low,0.813,0.185,0.002,0.189,High,0.219,0.322,0.459,1.239,Low,0.017,0.193,0.79,1.773,Low,0.48,0.444,0.076,0.595,High,0.149,0.574,0.278,1.129,Medium,0.732,0.227,0.04,0.308,High,0.195,0.286,0.519,1.324,Low,0.293,0.431,0.276,0.984,Medium,0.002,0.072,0.926,1.925,Low,0.268,0.393,0.339,1.071,Medium,0.075,0.386,0.539,1.464,Low
