ItemID,T001,T002,T003,T004,T005,T006,T007,T008,T009,T010,T011,T012,T013,T014,T015,T016,T017,T018,T019,T020,T021,T022,T023,T024,T025
S098,c,c,416,32,d,d,b,c,acd,b,c,d,d,c,a,d,d,c,c,b,b,a,c,d,d
S115,d,d,,16,a,a,b,b,df,b,b,a,c,d,a,,e,a,c,,,,,,
S102,d,d,416,16,b,a,b,c,df,b,b,c,c,c,a,c,e,d,c,b,c,c,b,a,c
S104,d,c,260,16,a,b,d,a,bdf,b,c,a,c,b,d,d,d,b,c,b,c,c,b,d,b
S116,d,d,416,32,b,c,b,c,b,a,d,c,a,c,b,a,e,d,b,b,b,c,c,c,d
S114,d,d,416,48,a,c,b,b,df,b,b,a,c,c,a,d,e,d,c,b,d,c,d,d,b
S108,d,d,416,32,a,a,b,b,df,b,b,a,a,c,a,a,b,d,a,b,b,c,c,b,c
S117,d,d,416,32,d,d,a,c,e,c,b,c,a,c,d,c,e,b,a,b,b,a,c,b,a
S110,d,d,416,32,b,c,b,c,df,b,a,b,d,c,a,a,c,a,c,b,b,c,d,b,b
S112,d,a,416,32,a,b,a,b,df,b,b,c,d,a,a,d,a,b,a,b,b,d,d,a,b
S106,d,a,416,32,b,a,b,c,df,b,b,a,a,c,a,b,e,a,c,b,b,a,c,b,d
S138,b,d,416000,32,a,b,b,b,abcdf,b,b,b,d,b,a,b,a,d,a,c,b,c,d,a,d
S120,d,a,416,32,c,a,b,c,d,b,b,c,c,c,a,c,d,a,c,b,b,a,a,d,b
S122,b,d,416,16,a,c,d,c,d,b,b,b,b,a,a,c,e,b,c,b,a,a,c,d,b
S124,d,a,416,32,c,a,b,b,d,b,b,a,d,b,a,c,e,a,c,b,b,c,c,b,c
S126,d,b,234,16,b,d,c,d,bdf,b,b,a,b,b,a,c,e,d,c,b,c,a,a,d,b
S136,b,d,416,32,c,a,b,c,df,b,d,b,a,c,a,c,e,d,c,b,b,b,c,a,c
S130,d,d,416,32,b,a,d,d,f,b,b,a,a,c,a,a,e,b,c,b,b,c,c,d,b
S128,d,d,416,32,c,a,c,c,abdf,b,b,a,b,c,a,a,e,d,c,b,b,a,c,b,d
S134,d,a,416,32,c,c,b,c,d,b,b,c,d,c,a,b,d,c,a,b,b,c,c,d,d
S132,d,a,416,16,c,d,bc,c,abcdef,b,b,d,d,c,abcd,d,e,d,c,b,a,a,b,b,b
S145,b,e,416,32,c,a,d,a,be,b,c,a,b,c,b,,e,d,a,b,c,a,b,d,b
S141,d,d,416,32,d,d,b,c,abcdef,b,d,a,c,a,d,b,e,c,a,b,d,a,a,a,b
S143,d,d,416,32,c,a,b,d,df,b,b,c,c,b,a,b,b,c,c,b,c,c,a,b,c
S155,d,d,416,16,c,a,d,a,df,b,b,c,d,a,a,c,a,b,c,b,b,a,b,d,d
S151,d,d,416,56,a,c,d,c,df,b,b,a,b,c,a,c,d,a,b,b,c,c,c,d,c
S153,d,d,416,32,b,a,b,c,bef,b,b,c,c,c,a,a,b,b,c,b,b,a,c,d,b
S149,d,b,416,32,b,a,b,c,d,b,b,c,b,c,a,c,d,d,c,b,d,a,c,b,c
S147,d,d,416,32,c,a,b,d,df,b,c,a,d,c,a,c,e,d,b,b,b,a,b,a,b
S173,c,b,416,16,b,c,c,a,be,a,b,c,b,c,c,b,c,b,c,b,b,d,a,c,d
S160,d,c,416,16,c,d,c,d,c,b,b,a,c,c,a,a,e,d,c,b,a,a,c,d,c
S158,d,d,416,16,a,a,b,c,d,b,b,a,a,c,a,b,e,d,c,c,e,a,c,b,c
S170,d,b,416,16,c,c,d,c,f,a,b,a,a,c,a,c,d,b,c,b,b,a,a,c,d
S166,b,c,416,32,d,b,c,c,c,b,b,d,a,b,d,d,b,c,c,b,e,c,b,b,b
S162,c,d,416,16,a,a,c,b,adf,b,b,d,d,a,a,b,e,d,b,a,e,c,c,c,b
S168,d,b,102,20,c,a,c,c,def,d,d,b,d,a,b,a,e,d,c,a,c,c,d,b,b
S164,b,d,416,32,c,a,,b,d,b,d,d,c,d,a,c,d,b,b,c,a,b,d,b,c
S169,d,a,416000,32,b,a,d,d,d,b,b,c,c,a,a,c,a,d,a,b,b,a,b,d,c
S176,d,b,416,16,b,a,c,a,a,a,b,a,a,a,c,a,e,c,a,b,a,a,a,a,a
S180,d,d,316,32,c,a,c,b,acdf,b,b,b,d,b,ac,c,a,c,b,b,b,a,a,c,c
S178,d,d,416,26,c,b,d,d,bcdf,b,b,a,c,c,c,c,d,c,c,b,d,a,b,c,c
S182,b,d,416,16,c,b,b,b,bcdf,b,b,a,a,c,ac,a,a,d,c,b,c,c,a,a,b
S193,d,d,416,16,a,d,b,c,f,b,b,c,c,b,a,b,e,c,c,b,b,d,c,a,d
S186,d,b,312,32,c,b,b,a,c,c,a,d,c,b,a,c,c,b,a,a,b,a,a,b,d
S187,b,a,416,32,b,a,a,d,b,a,a,a,c,d,a,c,d,b,a,b,,,d,b,b
S184,c,a,316,32,c,b,a,d,d,b,a,c,d,a,b,d,b,d,b,b,a,c,c,a,a
S191,b,a,416,16,b,a,d,b,a,b,d,d,b,a,d,d,e,b,b,b,d,c,b,a,c
S195,b,d,416,16,c,a,c,c,d,b,d,d,a,b,d,c,c,b,b,a,b,a,c,a,c
S199,b,d,416,32,c,a,c,d,acf,b,c,a,b,b,bcd,c,e,b,a,a,c,a,c,a,b
S201,d,d,416,22,c,b,c,a,abe,d,a,d,b,b,a,c,b,d,c,a,b,b,a,d,c
S203,c,b,732,16,c,b,a,d,e,a,a,c,b,d,d,b,c,b,c,a,b,d,a,a,d
S206,b,d,416,16,a,b,b,a,c,b,c,d,c,d,b,d,d,c,c,a,b,a,c,c,d
S197,a,c,302,8,b,b,c,d,abcef,a,b,a,c,a,a,c,e,a,b,b,b,c,b,b,c
S209,d,d,416,32,a,a,b,a,df,b,a,a,c,a,a,a,b,b,b,b,d,a,b,a,a
S215,d,a,416,32,c,a,b,b,df,b,b,c,a,c,a,d,a,a,d,b,b,b,c,c,d
S221,d,a,416,32,a,a,b,c,df,b,b,a,c,c,a,a,a,b,a,b,b,a,c,d,a
S223,d,d,416,256,c,a,d,a,df,b,b,a,c,a,a,e,d,b,d,b,c,a,c,a,b
S227,d,a,412,32,c,a,b,a,abcdef,c,b,c,c,a,d,b,a,d,c,b,b,a,d,b,b
S217,b,b,416,28,b,c,d,c,cdf,b,b,c,a,c,a,c,c,a,c,b,b,d,a,b,c
S225,b,d,416,32,a,a,b,c,abcdf,d,b,,c,c,c,d,b,c,b,c,,,,,
S213,d,a,416,16,a,b,d,c,abdef,b,b,c,d,d,b,c,e,b,c,b,c,b,b,a,c
S211,b,b,416,16,c,a,c,d,acdf,d,b,c,a,b,c,b,b,a,c,c,b,a,a,d,b
S219,d,d,416,32,d,b,b,b,df,b,a,d,d,c,a,a,d,a,c,b,e,a,c,b,d
S231,d,d,416,32,a,a,b,c,df,b,d,a,a,c,a,a,d,d,c,b,c,a,c,a,b
S229,d,d,260,32,b,a,b,a,a,b,b,d,c,d,c,c,d,c,c,b,c,a,c,d,b
S233,a,d,416,32,a,d,d,c,cdf,b,b,b,a,c,acd,b,e,a,c,b,b,a,c,a,c
S245,d,d,416,32,a,c,b,c,df,b,b,b,d,c,a,d,e,d,a,b,d,c,c,d,b
S239,d,d,416,32,a,c,b,d,acdf,b,b,b,c,a,a,a,e,d,e,b,b,a,,,
S247,b,b,312,16,c,b,d,b,c,b,a,d,b,a,b,b,c,d,c,b,b,a,b,b,b
S243,d,d,416,32,a,a,d,b,d,a,b,a,a,c,a,b,d,c,c,b,c,a,a,c,b
S241,d,b,416,32,c,a,b,b,df,c,a,a,c,d,a,b,e,c,a,b,b,a,c,c,c
S237,d,a,416,32,,a,c,c,a,b,b,c,c,c,a,c,c,d,b,b,c,a,c,b,b
S235,d,b,416,32,a,a,c,b,cd,b,b,a,c,b,a,c,d,d,c,b,b,a,c,a,a
S267,d,d,416,32,a,d,b,c,df,b,b,b,a,c,a,a,e,a,c,b,b,a,c,a,b
S262,c,c,416,24,a,c,d,b,c,b,a,d,c,c,a,b,d,a,b,b,c,a,b,b,b
S258,d,d,416,48,b,b,d,d,a,b,b,a,c,c,d,b,d,d,c,b,b,a,b,c,b
S260,d,d,416,8,b,c,b,c,cdf,b,b,b,d,c,a,c,a,d,c,b,c,a,b,b,c
S250,b,d,416,16,a,d,c,a,cdf,b,c,a,d,b,a,c,e,d,c,b,d,a,b,c,b
S252,a,e,416,32,c,d,b,b,d,b,b,b,a,a,a,c,e,d,b,b,b,a,d,d,d
S265,d,c,416,32,c,a,a,c,f,b,b,a,a,c,d,c,b,a,c,b,b,a,c,a,d
S254,d,d,416,32,b,a,b,c,cdf,b,b,c,d,c,a,b,a,a,c,b,,,c,a,d
S256,d,b,,16,b,b,d,a,d,d,c,a,b,b,a,a,e,d,a,b,a,a,a,d,a
S276,b,d,615,15,c,d,b,b,c,bd,b,ab,d,b,a,,,,,,,,,,
S289,b,b,,,b,b,b,b,c,b,b,b,c,b,a,a,a,b,c,b,d,b,b,b,b
S270,b,b,,15,c,b,c,c,f,a,c,a,d,b,c,c,e,d,c,c,d,c,b,a,c
S272,b,b,308,8,c,c,b,d,e,b,d,c,b,d,c,b,d,d,c,a,b,c,c,a,d
S278,b,d,,15,c,b,b,b,c,bd,c,c,c,d,c,e,c,c,d,b,c,c,c,d,b
S282,b,a,416,10,,,a,c,e,,b,,c,c,b,,c,,,,d,,,,
S284,a,a,810,16,b,b,c,c,b,,b,a,d,b,c,d,b,c,b,c,c,a,b,d,c
S280,a,a,416,8,a,c,a,b,a,b,b,b,,a,a,a,a,c,a,d,b,c,d,a,b
S287,a,b,,,c,c,a,b,b,a,b,b,b,b,b,a,c,a,b,b,b,b,d,a,c
S274,b,b,124,,c,a,a,d,a,b,d,c,a,,a,c,b,b,b,b,e,b,d,d,c
S308,c,b,268,16,c,c,d,b,b,c,d,c,c,b,b,d,b,c,b,a,a,a,c,b,d
S312,b,b,312,18,a,d,b,d,c,a,b,a,a,c,c,c,d,a,c,a,d,a,b,c,d
S304,d,a,416,32,b,a,c,b,abcdef,b,b,a,c,c,abcd,a,d,a,b,b,b,a,b,b,c
S302,c,b,416,32,d,a,b,d,acf,b,b,d,a,a,c,,b,,b,b,e,a,d,b,c
S306,d,e,416,16,d,a,b,a,df,b,c,a,b,b,a,a,c,b,b,b,a,a,c,a,c
S300,b,b,,,a,b,d,c,a,a,b,b,a,d,c,a,e,a,c,a,e,a,b,d,a
S296,c,d,416,16,c,b,d,c,d,d,d,a,c,b,c,a,c,d,a,d,b,a,c,a,d
S310,c,b,624,32,b,c,c,d,ac,c,c,a,a,a,c,a,c,d,b,b,b,a,a,b,a
S292,d,d,97.5,8,c,a,d,c,e,b,c,c,d,a,d,b,a,c,c,c,e,d,b,a,d
S294,d,,260,48,a,b,c,a,abcdef,b,c,c,d,a,a,c,b,d,c,b,d,a,b,a,b
S298,b,b,416,8,c,a,c,,abcdf,b,,d,c,c,a,b,,a,b,b,a,b,b,b,a
S322,b,e,416,54,c,a,b,b,abcdf,b,b,d,b,b,cd,c,a,d,c,b,d,b,c,a,c
S320,d,d,416,16,a,c,a,b,adf,d,b,d,a,d,a,b,e,a,b,b,c,a,c,a,b
S318,d,b,390,8,a,a,b,b,acd,a,b,a,a,c,a,e,c,d,b,a,e,a,c,a,b
S316,b,b,416,32,a,b,b,c,c,b,b,b,c,c,c,d,e,a,c,b,c,a,a,a,
S334,d,b,416,32,a,a,b,c,df,d,b,d,c,c,a,d,a,a,b,a,c,,,,
S324,d,b,416,64,c,a,c,a,a,b,a,d,c,b,a,e,e,c,c,b,b,a,d,d,b
S336,c,a,390,32,c,d,b,a,c,a,c,b,d,b,c,a,d,b,a,b,e,c,a,d,b
S332,d,d,416,32,d,d,c,c,,b,b,c,a,c,b,c,e,a,c,b,b,b,c,b,b
S342,d,d,312,16,d,a,c,a,e,b,b,a,c,b,d,c,e,b,c,,,,,,
S338,d,d,436,32,d,d,b,c,abcd,a,d,a,c,c,a,b,d,,d,b,e,c,c,d,ab
S340,d,c,416,32,c,a,c,a,f,b,b,a,a,c,d,c,e,a,b,a,b,c,c,d,b
S328,d,a,416,32,b,b,b,c,cdf,b,a,c,a,c,ac,c,e,d,b,b,b,a,b,d,a
S326,d,a,416,16,b,a,b,c,df,b,b,a,c,c,a,,e,a,c,a,b,c,b,c,b
S330,b,e,416,32,a,c,c,a,abcd,b,b,a,c,b,b,b,d,a,c,b,b,a,c,b,b
