ItemID,T001,T002,T003,T004,T005,T006,T007,T008,T009,T010,T011,T012,T013,T014,T015,T016,T017,T018,T019,T020,T021,T022,T023,T024,T025
S168,a,a,705,12,a,d,a,c,bf,a,a,a,d,a,b,c,e,b,c,b,a,c,c,a,d
S170,a,a,1215,8,b,c,c,a,af,b,c,d,c,c,b,b,e,b,c,d,b,d,b,a,c
S176,a,d,1215,16,d,a,c,a,aef,b,c,c,c,b,ac,b,,,,,,,,,
S173,c,c,810,8,a,d,b,a,cf,a,c,c,a,a,c,d,b,b,c,b,b,a,c,b,c
S158,b,d,,16,c,a,d,b,ce,b,c,a,b,d,c,b,e,b,d,,,,,,
S160,a,a,1215,6,a,b,d,a,abcdef,b,c,a,d,a,c,d,e,b,c,,,,,,
S162,a,d,612,6,c,a,d,d,ade,a,a,c,a,c,c,d,e,b,c,b,a,d,b,d,c
S164,a,a,1015,16,c,a,d,c,de,a,b,a,b,b,c,e,d,b,c,d,b,b,a,b,a
S182,b,d,1215,8,d,b,d,a,acdf,a,c,a,c,a,abcd,a,a,a,c,d,a,b,c,b,b
S180,a,d,1215,8,d,b,d,a,acde,a,c,c,d,d,a,b,c,b,c,d,,,,,
S178,b,c,675,16,c,b,d,d,de,b,b,c,d,a,c,d,d,b,c,d,,,,,
S184,a,b,,16,c,b,a,c,abcdef,a,d,c,a,c,b,b,e,b,d,d,a,b,b,c,a
S188,a,c,465,8,a,c,b,d,e,,d,,,,,,,,,,,,,,
S193,a,c,1215,15,c,b,b,d,c,b,c,a,c,d,c,e,e,b,b,d,c,c,b,a,d
S191,a,e,1215,16,c,d,b,a,d,a,c,c,a,b,c,a,a,c,a,c,c,a,b,c,a
S186,a,d,1215,8,b,b,d,b,ade,b,c,c,b,a,b,b,b,b,a,b,d,a,b,a,b
S203,a,b,600,8,b,d,c,c,e,b,c,a,d,a,d,,,,,,,,,,
S206,a,d,1215,8,c,c,d,d,ad,a,c,a,b,b,a,d,b,b,c,d,c,a,b,d,c
S199,a,d,1215,16,c,b,b,b,be,a,c,c,b,d,a,b,c,b,c,d,a,a,c,b,d
S195,a,d,,16,c,a,d,d,de,b,c,c,c,,,,,,,,,,,,
S197,a,c,,29,b,d,c,b,be,a,c,d,d,a,d,c,b,b,c,d,c,a,b,c,c
S201,a,a,832,8,d,b,d,c,bef,c,d,d,b,a,c,e,b,b,c,b,d,b,d,c,b
S211,b,a,1005,8,b,c,c,c,adf,a,c,c,b,d,a,a,e,b,c,d,d,a,d,b,c
S209,d,d,810,8,d,a,d,a,cd,c,c,c,d,c,c,d,b,b,b,b,a,a,b,b,
S215,b,a,1215,16,d,c,d,a,abcdf,a,a,c,a,b,c,b,e,b,b,d,a,c,d,b,c
S225,a,b,1215,31,c,b,d,b,acd,,,,,,,,,,,,,,,,
S217,a,,,16,b,a,c,c,abcdef,b,c,a,c,b,c,d,b,a,b,,,,,,
S219,c,d,1215,8,c,a,d,a,cde,b,c,a,c,b,c,d,e,c,b,d,c,b,c,a,b
S221,b,a,1215,16,c,a,d,a,cf,b,c,d,c,b,d,d,e,b,a,d,b,d,a,b,d
S227,b,e,1215,23,b,a,c,c,abcdf,a,c,d,c,a,d,c,d,b,c,d,a,b,a,d,b
S223,a,d,1215,16,c,b,c,d,abcdef,b,c,a,c,d,c,a,a,b,c,d,,,,,
S213,c,d,,18,d,c,d,b,abcdf,a,c,b,c,c,d,b,e,b,a,d,c,c,c,c,d
S237,a,b,810,8,d,b,c,a,abcdef,a,c,a,d,b,a,d,a,b,c,d,,,,,
S235,a,d,532,16,b,d,b,c,ac,b,c,b,d,a,c,b,a,b,b,d,b,b,c,b,b
S233,c,d,810,16,b,c,a,a,acdf,b,c,c,c,b,a,c,e,b,b,d,c,a,d,c,c
S245,b,d,1215,64,c,a,d,b,de,b,c,b,a,b,c,,e,b,b,d,c,b,d,b,b
S231,a,a,1215,8,d,a,d,a,bf,a,c,c,c,b,c,d,e,b,c,d,c,a,d,d,c
S229,a,d,1215,16,d,a,d,a,adf,a,c,c,d,b,a,c,d,c,c,b,c,d,d,,
S239,a,d,820,16,c,d,d,a,abcef,b,c,b,d,b,c,e,e,b,c,,,,,,
S244,a,e,1215,8,c,b,d,c,acdf,a,c,a,b,d,abcd,d,e,a,c,d,b,c,c,c,b
S247,c,c,725,16,d,c,d,c,c,b,c,d,c,b,b,c,e,b,c,d,c,b,c,c,b
S243,b,d,1215,15,c,a,c,a,bc,a,c,d,d,b,abcd,d,a,a,b,,,,,,
S267,b,d,1215,11,c,d,d,a,abcdef,a,c,b,c,b,c,d,e,b,b,d,d,c,b,b,b
S250,b,c,1215,8,c,a,c,c,cf,d,a,c,d,b,a,e,d,b,b,d,b,c,b,a,c
S252,a,b,695,24,c,b,d,c,df,b,c,c,b,b,c,a,b,b,b,b,b,a,d,b,b
S265,a,a,1215,31,c,a,a,a,b,b,c,d,c,b,d,e,c,b,c,d,b,c,c,c,a
S54,b,d,1215,8,c,a,c,a,bde,a,c,c,a,b,c,e,a,a,b,d,,,,,
S258,b,d,506,16,c,b,d,c,adf,a,d,a,d,b,a,c,e,d,c,d,d,c,a,b,c
S256,c,e,,8,d,b,b,b,acf,a,a,a,d,b,a,e,d,,,b,d,c,b,c,c
S262,a,d,1215,31,a,a,d,a,adf,c,a,c,d,,c,d,a,b,c,b,a,,b,a,b
S260,b,a,1209,4,c,b,c,b,bdf,a,c,a,a,b,c,b,e,b,b,d,a,a,b,b,c
S287,b,,,,,,,,,,,,,,,,,,,,,,,,
S276,b,d,10,,c,c,b,b,a,ac,,,,,,,,,,,,,,,
S274,a,b,,,,c,b,b,d,b,c,,,,,,,,,,,c,,c,b
S282,,d,,,c,b,,,,,,,,,,,,,,,,,,,
S284,b,e,,6,d,b,a,a,adf,b,,,,,,,,,,,,,,,
S289,b,c,,,c,b,b,b,b,a,b,a,,,,,,,,,,,,,
S280,a,a,,6,d,d,a,a,e,a,a,b,,,,,,,,,,,,,
S272,,,505,2,b,b,d,c,ad,a,b,,,,,,,,,,,,,,
S270,a,,,,,,,,,,,,,,,,,,,,,,,,
S278,b,c,,,c,b,b,b,a,c,d,c,b,a,c,e,c,c,b,c,a,c,c,a,c
S294,a,c,705,24,c,d,d,a,acd,b,c,d,a,c,a,c,b,b,b,d,c,b,d,a,a
S292,a,d,150,4,d,b,b,b,e,a,a,c,b,b,a,b,b,d,a,b,b,a,c,b,c
S296,a,d,1215,12,c,b,d,c,ade,a,a,d,d,a,a,e,b,c,c,d,b,c,b,a,d
S306,c,d,1215,15,d,b,d,b,cde,b,c,d,a,c,c,b,a,b,d,b,,,,,
S308,c,b,900,6,c,a,c,c,cf,a,a,d,a,a,d,c,b,b,c,b,a,a,d,b,c
S312,a,a,705,14,,,d,,,a,c,d,b,a,a,d,d,b,a,b,a,a,d,,
S302,a,b,1215,16,,,d,,ade,a,c,a,c,a,a,,,b,c,d,,a,c,b,c
S304,a,d,,8,,a,c,c,acf,b,a,b,b,a,a,a,a,,,,,,,,
S298,a,d,1215,8,c,a,b,,be,b,c,d,d,b,d,,,,,c,,,,,
S310,a,e,1215,16,c,b,b,c,be,b,c,d,b,c,d,e,b,b,a,d,a,b,c,b,a
S300,a,d,,31,d,c,d,b,d,a,c,c,a,d,c,e,a,b,c,d,c,a,d,a,b
S322,a,c,500,31,d,c,d,c,adf,c,c,c,d,b,a,d,b,b,b,b,,d,c,b,c
S318,c,b,630,8,d,a,d,a,af,a,c,d,d,c,a,c,e,b,c,b,a,c,a,b,c
S316,a,a,415,8,,b,b,b,be,a,c,d,d,a,c,c,a,d,b,d,b,a,b,a,b
S320,b,d,675,8,c,a,a,c,ce,c,c,d,a,a,d,d,a,d,c,b,d,a,a,d,c
S324,b,a,1815,32,b,d,a,a,c,d,c,c,d,d,c,d,e,b,c,d,b,c,d,d,a
S326,a,d,503,16,b,a,d,a,abcdef,b,c,a,c,b,c,b,,,,,,,,,
S340,b,a,600,31,,b,d,c,acdf,b,c,d,a,b,c,d,e,b,a,,,,,,
S328,a,d,810,16,c,a,d,a,acd,b,c,c,d,b,c,d,e,b,a,d,,,,,
S336,a,c,531,8,d,b,d,a,abc,c,c,c,c,a,b,e,d,c,b,b,a,b,a,c,b
S342,a,a,1215,18,d,c,d,c,f,b,c,d,d,c,d,b,b,b,b,d,a,,,,
S332,a,d,,8,d,a,d,c,,a,c,d,d,a,b,e,e,a,b,d,a,a,d,b,c
S330,c,b,1215,8,d,b,d,c,abcdef,a,c,a,a,d,b,b,c,a,c,d,c,c,c,a,a
S334,c,e,1215,31,c,a,d,b,b,a,c,a,d,b,b,,,,,,,,,,
S338,a,d,1215,8,b,d,d,d,ae,a,c,d,d,b,c,d,e,b,c,d,e,b,a,c,c
