ItemID,T001,T002,T003,T004,T005,T006,T007,T008,T009,T010,T011,T012,T013,T014,T015,T016,T017,T018,T019,T020,T021,T022,T023,T024,T025
S212,c,c,416,32,b,d,c,c,acd,b,b,a,c,c,c,e,d,c,c,b,b,a,c,b,d
S210,d,a,416,16,c,b,a,c,d,b,b,d,c,a,c,b,d,a,c,,,,,,
S208,d,d,208,62,b,a,c,c,abce,b,b,a,c,c,,,,,,,,,,,
S214,d,,208,16,,a,c,a,abcdef,b,b,a,a,d,d,b,e,a,c,b,b,c,,,
S222,d,b,316,20,a,b,c,d,a,a,a,d,c,d,d,b,b,a,a,b,,,b,c,b
S220,d,d,416,16,a,b,b,d,f,b,b,c,a,c,a,c,e,a,c,b,b,a,b,b,d
S226,d,d,416,16,a,d,b,c,d,b,b,a,c,c,a,b,a,d,c,a,b,a,c,b,c
S218,d,b,416,,,,b,c,d,b,b,a,c,a,a,b,d,a,c,b,e,c,b,d,d
S216,b,d,416,32,a,a,b,c,abcef,b,b,a,a,c,a,b,e,d,c,a,c,a,b,b,c
S224,b,d,806000,409.6,c,c,b,a,f,d,b,a,c,c,a,b,c,b,c,d,b,b,d,b,d
S246,d,b,416,16,b,c,b,a,e,b,d,a,c,b,d,a,e,d,c,a,b,,d,c,
S236,b,c,416,10,c,a,b,c,c,b,b,b,b,c,c,b,e,a,c,a,b,a,c,c,b
S234,d,c,416,16,c,d,b,d,c,b,b,d,a,c,d,a,b,b,b,b,b,c,b,c,d
S228,d,d,416000,32,a,b,c,c,abcdef,b,b,b,,,,,,,,,,,,,
S244,d,d,416,32,a,a,b,c,d,b,c,a,c,c,a,c,a,a,c,b,c,a,c,a,d
S230,d,b,416,42,c,d,b,d,bdf,b,b,a,a,b,a,b,e,c,,,,,,,
S232,b,b,416,16,a,b,b,a,d,c,b,a,c,a,c,d,e,d,b,d,c,c,b,d,d
S238,d,d,41600032,c,d,d,a,ac,b,d,d,c,c,c,c,d,d,c,b,b,a,c,,,
S242,d,d,416,16,a,d,b,d,abcdef,b,,b,c,,ac,,,,,,,,,,
S240,d,d,416,16,c,d,b,d,d,b,b,c,c,c,a,b,e,d,b,,,,,,
S248,d,e,215,22,c,c,c,b,c,b,b,d,c,c,c,c,a,b,c,a,c,a,c,b,c
S259,d,d,416,32,a,a,c,a,f,b,c,a,c,c,a,c,c,b,c,b,b,a,c,a,c
S261,b,b,416,16,b,b,b,a,ac,b,b,d,a,c,c,a,a,d,c,b,c,a,b,b,b
S263,b,b,416,32,a,a,a,c,b,b,b,b,c,a,,b,e,a,c,b,b,c,b,d,c
S268,c,d,460000,32,a,a,b,c,d,b,b,d,c,c,a,a,e,d,a,b,,,,,
S257,b,d,416,16,a,c,b,c,c,b,a,d,d,c,c,a,d,b,b,b,b,c,c,c,d
S266,b,a,416,32,c,a,a,b,a,b,b,a,c,c,c,c,b,a,b,b,a,a,b,d,c
S255,d,b,416,14,c,a,b,c,a,b,c,b,c,b,c,d,a,,d,b,b,a,d,c,a
S264,d,c,416,16,c,a,d,a,ac,b,b,d,c,c,c,d,c,b,c,b,b,a,c,a,b
S253,d,e,416,16,a,a,c,c,a,b,b,c,c,c,b,b,e,d,c,a,,,,,
S251,b,d,416,16,c,d,a,c,e,b,b,c,a,a,b,c,a,d,b,a,b,a,b,c,c
S249,b,e,276,10,b,a,c,b,f,a,b,a,a,d,c,c,e,c,c,a,b,a,b,b,b
S275,a,,,,,,,,abcdf,,,,,,,,,,,,,,,,
S271,b,d,,,b,d,b,d,c,,,,,,,,,,,,,,,,
S286,c,b,390,16,d,c,c,b,,,,,,,,,,,,,,,,,
S269,a,,245,32,a,c,b,,d,,,,,,,,,,,,,,,,
S279,,,,,,,,,,,,,,,,,,,,,,,,,
S281,a,d,416,,,,,,,,,,,,,,,,,,,,,,
S285,d,d,416,28,c,a,a,c,e,d,b,c,b,c,b,e,e,d,c,a,,,,,
S290,c,a,,,b,b,b,c,b,,,a,c,,,,,,,,,,,,
S283,b,b,416,16,c,d,b,c,a,b,b,,,,,,,,,,,,,,
S273,b,a,,16,a,d,,,c,c,b,b,c,d,c,b,bd,c,,,,,,,
S277,b,c,416,6,c,b,c,a,e,b,b,a,a,c,,,,,,,,,,,
S288,abcd,abcd,310,16,,,,,,,,,,,,,,,,,,,,,
S313,d,c,277,6,a,d,c,c,cd,b,b,a,c,c,c,b,e,,,,,,,,
S295,b,b,312,14,c,b,b,a,d,a,b,c,c,b,a,a,c,a,a,a,b,a,c,a,a
S293,b,a,320,32,b,d,c,b,d,c,a,c,c,d,c,b,d,d,c,b,b,a,b,c,b
S291,b,d,416,12,c,a,b,d,c,b,c,b,,b,c,d,b,bc,a,c,c,d,b,a,b
S303,d,d,416,16,b,d,c,d,df,b,a,a,c,b,a,b,e,,,,,,,,
S307,d,b,416,16,c,c,b,d,d,b,d,a,c,d,b,c,d,d,c,d,,,,,
S309,c,c,,10,a,b,a,b,e,c,b,b,c,a,b,e,d,b,c,b,b,d,b,a,c
S314,c,c,416,32,c,d,c,a,b,b,a,b,a,a,b,c,e,b,c,b,d,b,,,
S301,d,c,416,32,a,a,b,c,d,b,b,a,a,a,d,c,,,,,,,,,
S305,c,b,416,32,c,b,c,c,d,b,b,c,a,b,a,a,e,c,c,c,d,c,b,b,a
S297,b,c,,12,a,a,,d,d,b,d,,a,c,a,d,e,b,d,a,c,a,,,
S311,b,a,416000,32,c,c,c,c,abcd,c,b,a,c,d,d,c,d,c,a,b,a,a,b,,
S299,d,d,390,16,b,a,c,d,d,d,b,a,c,c,b,d,d,d,b,a,a,a,d,d,d
S315,b,a,416,32,a,c,a,b,f,b,c,a,a,b,c,d,d,d,c,a,a,d,c,c,b
S317,b,d,416,32,c,b,a,c,c,a,b,d,c,c,b,b,e,d,b,b,c,b,,,
S321,c,,,16,,,,,c,c,,,,,c,,a,,,,c,c,c,c,c
S319,d,a,416,32,a,b,d,b,c,d,c,d,a,b,c,a,e,c,c,b,b,a,a,d,d
S323,d,a,416,16,c,d,c,a,e,b,b,b,c,c,c,d,e,a,b,b,b,a,a,d,b
S327,d,a,228,16,b,b,d,b,d,b,b,a,a,d,d,a,e,d,b,d,a,,,,
S339,,,,6,,,c,b,e,a,c,c,b,,,,,,,,,,,,
S325,b,d,416,16,b,d,b,d,df,b,b,c,c,c,a,a,a,b,c,b,b,a,b,d,c
S331,d,d,416,16,b,c,a,b,f,d,b,b,d,c,b,a,d,c,b,c,d,b,c,b,c
S341,b,d,416,12,c,a,d,b,f,b,b,a,c,c,a,c,e,d,a,b,b,a,c,a,c
S329,d,a,416,16,c,d,a,a,f,b,b,d,a,d,b,c,b,b,c,a,c,c,d,a,b
S335,d,c,416,32,c,d,b,c,d,b,b,d,a,a,c,a,e,a,c,b,c,a,d,b,b
S333,d,d,416,16,a,b,d,c,d,b,b,a,c,c,a,d,d,d,c,a,b,a,c,a,b
S337,c,c,416,8,c,b,b,d,d,b,b,a,d,c,b,b,e,d,,,,,,,
